,word,candidates
6568,කිව්වනේ,['කිව්ව']
6569,සැරසේ,"['රසේ', ' සැර']"
6570,ගණිකාවෝ,['ගණිකාව']
6571,දඟකාර,['දඟර']
6572,අයිනට,"['අයිට', ' අයින']"
6573,අම්මව,['අම්ම']
6574,හිමිවනු,['හිමිව']
6575,කනත්තට,['කනත්ත']
6576,ලෝකයම,['ලෝකය']
6577,කවුළුවෙන්,['කළුවෙන්']
6578,මාමාගේ,"['මාමා', ' මාමාගේ']"
6579,අසපුවේ,"['සපුවේ', ' අසපු']"
6580,හිමිය,"['හිය', ' හිමි', ' මිය']"
6581,ඇසිණි,"['ඇණි', ' ඇසිනි']"
6582,ඇතිවුණ,"['ඇතිවු', ' ඇතිවුන']"
6583,මුබාරක්ගේ,['මුබාරක්']
6584,පසුවද,"['පසුව', ' සුවද']"
6585,ගියහම,['ගියහ']
6586,විමල,"['මලවි', ' මල', ' විල', ' විම']"
6587,ආයුධයක්,"['ආයුදයක්', ' යුධයක්', ' ආයුධය']"
6588,ගැනම,"['නම', ' ගැන']"
6589,තුමන්,"['තුන්', ' මන්']"
6590,පාර්සල්,['පාසල්']
6591,බිරියන්,['බිරිය']
6592,බේරගන්න,['බේරන්න']
6593,මරනවා,"['මරවා', ' මරන']"
6594,ඉදිරිපත්වූ,['ඉදිරිපත්ව']
6595,හිතෙන,"['හිතන', ' හිතෙ', ' තෙන']"
6596,සුදෝ,['දෝ']
6597,නැතිවූ,"['නැතිව', ' නැවූ']"
6598,සල්ලාපයේ,['සල්ලාප']
6599,හැරියේය,['හැරිය']
6600,ඇගිලි,"['ඇඟිලි', ' ඇලි']"
6601,ගලනවා,"['ගලන', ' ලනවා', ' ගනවා', ' ගලවා']"
6602,රථයකි,['රථය']
6603,නගින්න,"['නගින්න', ' නගින', ' නඟින්න', ' නන්න']"
6604,ආන්දෝලනයට,['ආන්දෝලනය']
6605,නෑමට,['මට']
6606,ඇරගෙන,['ඇරෙන']
6607,රිසානා,"['රිෂානා', ' රිසා']"
6608,බහින්නේ,['හින්නේ']
6609,අක්කාට,['අක්කා']
6610,පිස්තෝලය,['පිස්තෝල']
6611,බූරුවා,"['බූරු', ' බරුවා']"
6612,දක්වනවා,"['දක්නා', ' දවනවා', ' දක්වන']"
6613,දාන්නේ,['දානේ']
6614,පැමිණෙන්න,['පැමිණෙන']
6615,කියෙව්වා,['කියෙව්']
6616,යවලා,"['වයලා', ' වලා']"
6617,පක්ෂව,['පක්ෂ']
6618,දැකල,"['දැක', ' දැලක', ' කල', ' දැල']"
6619,වැඩිහිටියකු,['වැඩිහිටිය']
6620,සවාරියේ,"['සවාරි', ' සරියේ']"
6621,දුමින්දගේ,['දුමින්ද']
6622,මොකක්දෝ,['මොකක්ද']
6623,නිහඩ,"['හඩ', ' නිහඬ']"
6624,දරුව,"['දව', ' රුව', ' දරු']"
6625,හිතනවද,['හිතනව']
6626,දන්නෝ,['දන්න']
6627,දියණියට,['දියණිය']
6628,අපවත්වී,['අපවත්']
6629,මරලා,"['මලා', ' මර']"
6630,කාගෙත්,"['ගෙත්', ' කාගෙ']"
6631,අමරදේවයන්ගේ,['අමරදේවයන්']
6632,පාර්ලිමේන්තුවෙ,['පාර්ලිමේන්තුව']
6633,සංවිධානයයි,"['සංධානයයි', ' සංවිධානය']"
6634,ඇත්තො,['ඇත්ත']
6635,හෙදි,['හදි']
6636,දිසාවගේ,"['දිසාගේ', ' දිසාව']"
6637,කෑවේය,"['කෑවේ', ' වේය']"
6638,දොඹකරයක්,['දොඹකරය']
6639,භූතයෝ,['භූතය']
6640,නැගලා,"['නැග', ' නැඟලා', ' ගලා']"
6641,ගේනවා,"['ගේන', ' නවා']"
6642,පිටවෙන,['පිටවන']
6643,බාරදී,['බාර']
6644,ජනාධිපතිනිය,"['ජනාධිපතිනි', ' ජනාධිපතිය']"
6645,තමුන්ගේ,['තමුන්']
6646,ඉන්දියාවත්,['ඉන්දියාව']
6647,හැසිරෙමින්,"['හැසිරෙමි', ' හැරෙමින්']"
6648,දිනයයි,"['නයයි', ' දිනය', ' දියයි']"
6649,ගිනියම්,"['නියම්', ' ගිනිය']"
6650,ඇමතිනී,['ඇමති']
6651,කෝටියක්,['කෝටිය']
6652,සැමරුමට,['සැමරුම']
6653,කතාකරන්න,['කතාකරන']
6654,විරෝධතාවට,['විරෝධතාව']
6655,වෙනවද,['වෙනව']
6656,එල්ටීටීඊයේ,['එල්ටීටීඊ']
6657,වහන්න,"['වන්න', ' වහන']"
6658,පුරුදුවී,['පුරුදු']
6659,සේනාසනයේ,['සේනාසන']
6660,ගෙනාව,"['ගෙනා', ' ගෙව', ' ගෙවනා']"
6661,හමුදාවෙ,"['හමුදාව', ' හමුවෙ']"
6662,නැතුවා,['තුවා']
6663,පාපොච්චාරණය,['පාපොච්චාරණ']
6664,අයියත්,"['අයත්', ' අයිය']"
6665,විවාදයකට,"['වාදයකට', ' විවාදයක', ' විවාදයට']"
6666,සමිත,['සත']
6667,බාරය,['බාර']
6668,කැමරාවෙන්,['කැමරාවෙ']
6669,ගොඩවිය,"['ගොවිය', ' ගොඩය']"
6670,රහසකි,['රහස']
6671,අල්මාරියේ,['අල්මාරි']
6672,හැදුවත්,"['දුවත්', ' හැදුව']"
6673,පෙරහරකින්,['පෙරහරකි']
6674,අලුත්ගමගේ,"['අළුත්ගමගේ', ' අලුත්ගම']"
6675,චූන්,['චූ']
6676,බිරිඳත්,['බිරිඳ']
6677,බිරිඳයි,['බිරිඳ']
6678,රියදුරාට,['රියදුරා']
6679,සරමක්,"['සරම', ' සමක්']"
6680,සේනාවට,['සේනාව']
6681,කිරුළට,"['කිරුළ', ' කිරුලට']"
6682,කටෙන්,['කෙන්']
6683,ගොඩවූ,['ගොඩව']
6684,පල්ලියක්,"['පල්ලිය', ' පලියක්']"
6685,සැත්කමට,['සැත්කම']
6686,උත්තේජනයක්,"['උත්තේජනය', ' උත්තේජයක්']"
6687,දාහත්,"['හත්', ' දාහ']"
6688,පෙදෙසට,['පෙදෙස']
6689,කබල්,['කල්']
6690,පදිංචිවී,['පදිංචි']
6691,විදුහල්පතිවරයාට,['විදුහල්පතිවරයා']
6692,ලේලිය,"['ලේලි', ' ලිය']"
6693,එච්චරයි,['එච්චර']
6694,තාත්තාගෙන්,['තාත්තාගෙ']
6695,ඉස්කෝලෙට,"['ඉස්කෝලට', ' ඉස්කෝලෙ']"
6696,කෙනාගේ,['කෙනා']
6697,ලිබියාවට,['ලිබියාව']
6698,මහේල,"['හේල', ' මල', ' මහේ']"
6699,එකක්ම,"['එකක්', ' එකම', ' එක්කම']"
6700,ගුරුවරියට,['ගුරුවරිය']
6701,සිනහව,['සිනහ']
6702,අයහපතක්,"['යහපතක්', ' අයහපත']"
6703,පහුවදා,['පහුව']
6704,ඇත්තු,"['ඇත්', ' ඇතු']"
6705,තරුණයකුගේ,['තරුණයකු']
6706,සිරදඬුවමක්,['සිරදඬුවම']
6707,කුමාරණතුංග,['කුමාරතුංග']
6708,තරහක්,"['තරහ', ' රහක්', ' හතරක්']"
6709,දුන්නම,['දුන්න']
6710,ඔහුටත්,"['ඔහුට', ' ඔහුත්']"
6711,පත්වෙන්න,"['පත්වෙන', ' පත්වන්න']"
6712,කාරයන්,"['රයන්', ' කාරය']"
6713,අහන්නෙ,['අහන්න']
6714,හොදම,"['හොඳම', ' හොද']"
6715,වානිජ,"['වානි', ' වාණිජ']"
6716,වගේද,"['වගේ', ' වද']"
6717,ඉස්ලාමය,['ඉස්ලාම']
6718,ළමයාට,"['ළමයා', ' මයාට']"
6719,දෙවියනේ,['දෙවිය']
6720,සමාවක්,['සමාව']
6721,කටක්,['කට']
6722,මිසක,"['කමිස', ' මිස']"
6723,හිසෙන්,['සෙන්']
6724,බඩවැල්,['බඩල්']
6725,ගෙදරටම,['ගෙදරට']
6726,ගියපු,['ගිය']
6727,විරාම,"['මරාවි', ' රාම', ' විම']"
6728,බළලා,"['බලලා', ' බලා']"
6729,ලබාගත්තා,['ලබාගත්']
6730,භීතිය,['තිය']
6731,ලජ්ජාව,['ලජ්ජා']
6732,ඩැනියෙල්,['ඩැනියල්']
6733,විනෝදාංශයක්,['විනෝදාංශය']
6734,දිව්රුම්,['දිරුම්']
6735,නිවෙසකට,"['නිවෙසක', ' නිවසකට', ' නිවෙසට']"
6736,පෙරැළී,['පෙළී']
6737,පෙරහරක්,['පෙරහර']
6738,උස්ව,"['ස්ව', ' උස්', ' උව']"
6739,දේශපාලනඥයාගේ,['දේශපාලනඥයා']
6740,වෙනුවෙන්ද,['වෙනුවෙන්']
6741,කැනඩාවට,['කැනඩාව']
6742,ඇඳලා,"['ඇඳ', ' ඇදලා']"
6743,බලති,"['බල', ' ලබති', ' ලති']"
6744,සෝපානය,['සෝපාන']
6745,ගාමින්,"['මින්', ' ගාමි']"
6746,ගියෙ,['ගිය']
6747,නොවෙන්න,"['නොවෙන', ' නොවන්න']"
6748,දේශපාලනඥයා,['දේශපාලනඥ']
6749,කියනකොට,['යනකොට']
6750,පතලේ,"['පත', ' තලේ', ' පලේ']"
6751,කරඬු,['කර']
6752,සියඹලාව,['සියඹලා']
6753,කොඩියක්,['කොඩිය']
6754,මාරයා,"['මාර', ' මායා']"
6755,අවුලක්,['අවුල']
6756,සැපත්,"['සැප', ' පත්', ' සැත්']"
6757,තිබ්බ,['තිබ']
6758,හැටියටයි,['හැටියට']
6759,විඳලා,"['විලා', ' විඳ', ' විදලා']"
6760,සර්ලා,"['සර්', ' සලා']"
6761,තුනක්ම,"['තුනම', ' තුනක්']"
6762,විජයට,"['ජයට', ' විජය', ' වියට']"
6763,අසුනක්,['අසුන']
6764,නරඹන්නට,['නරඹන්න']
6765,දන්නෑ,['දන්']
6766,දරුණුම,['දරුණු']
6767,මේකයි,"['මේයි', ' කයි', ' මේක']"
6768,දෙවොල,['දෙවල']
6769,රැල්ලට,"['රැල්ල', ' රැලට']"
6770,අපරාධයකි,['අපරාධය']
6771,ආරංචියි,['ආරංචි']
6772,කදවුරු,"['කඳවුරු', ' කවුරු']"
6773,බලන්නකෝ,['බලන්නෝ']
6774,අම්මත්,['අම්ම']
6775,ජිවිතය,"['ජිවිත', ' විජිතය']"
6776,ලියනවා,"['යනවා', ' ලියන', ' ලියවා']"
6777,ලොස්,['ලො']
6778,නිලුකා,"['නිලු', ' නිකා']"
6779,ප්ලේන්,"['ප්ලේ', ' ලේන්']"
6780,නවතින්නේ,['නවන්නේ']
6781,විකිණූ,['විකිණ']
6782,හෙළිවූ,"['හෙවූ', ' හෙළිව']"
6783,හඬමින්,['හඬමි']
6784,ඉවරයක්,['ඉවරය']
6785,වැටුණාය,"['වැටුණා', ' වැටුනාය']"
6786,යුවතියෝ,['යුවතිය']
6787,ඇලවී,['ඇල']
6788,නිළියක්,['නිළිය']
6789,සමදරා,['සමරා']
6790,මිනීමරුවන්,['මිනීමරුව']
6791,ගුණරත්නට,['ගුණරත්න']
6792,වගේමයි,"['වගේයි', ' වගේම', ' වමයි']"
6793,එකාට,"['එකා', ' එට', ' කාට']"
6794,නටන්න,"['නටන්න', ' නටන', ' නන්න']"
6795,යෙහෙළියන්,['යෙහෙළිය']
6796,ආන්දෝලනයක්,['ආන්දෝලනය']
6797,වසරකි,"['වරකි', ' වසර']"
6798,ආරාධනාවක්,['ආරාධනාව']
6799,සිනමන්,"['සිම්', ' මනසින්']"
6800,ඉස්පිරිතාලෙට,['ඉස්පිරිතාලෙ']
6801,මුලක්,"['මුල', ' ලක්']"
6802,හඩින්,"['හඬින්', ' හන්']"
6803,විරෝධතාවයේ,['විරෝධතාව']
6804,වදින්නේ,"['වන්නේ', ' වඳින්නේ']"
6805,බැන්ද,['බැද']
6806,ඇතිවයි,"['ඇතිව', ' ඇතියි']"
